url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,ED,EG,G,D,C,O,P,EU
Ob1woDdRsdI,"
          
          
          
          
            Attaque mortelle dun fourgon dans lEure : deux agents tués, un détenu en fuite
          
        ",franceinfo,proposal,2024-05-15T18:49:23.455Z,,0,121,66,eiRDl7OkIp0&t=28s,0,0,0,0,0,1,0,0
EDzVxTQ6LZ0,Blocage de la maison darrêt de Pau,France 3 Nouvelle-Aquitaine,homepage,2024-05-15T18:49:27.796Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
NiRIbKwAejk,Euronews français en direct,euronews (en français),homepage,2024-05-15T18:49:27.851Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
MIh2EueRmk0,Boogie Woogie Queen Gets A Police Escort To The Piano,Brendan Kavanagh,homepage,2024-05-15T18:49:27.900Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
lB7mNY9YCgU,15 05 2024,Кваліфікаційно-дисциплінарна комісія прокурорів,homepage,2024-05-15T18:49:27.921Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
X6LKoeoFRtw,Européennes : Marie Toussaint invitée de C à Vous - C à Vous - 13/05/2024,C à vous,homepage,2024-05-15T18:49:27.925Z,56.0,0,122,66,,0,0,0,0,0,0,1,1
kQUmMVlCXI8,Le Premier ministre slovaque blessé par balle,LCI,homepage,2024-05-15T18:49:27.930Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
K_3KjqH6Q-Q,Que font les jeunes à la campagne en 1987 ? 🚜🌻 | INA Société,INA Société,homepage,2024-05-15T18:49:27.933Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
KaJ6HvXl3GA,"Après 8 inondations en 4 mois, ils ont trouvé des solutions simples",Brut,homepage,2024-05-15T18:49:27.937Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
3eZd1vdfX7k,"À Fleury-Mérogis, l’attaque d’Incarville n’étonne pas ces agents pénitentiaires",LeHuffPost,homepage,2024-05-15T18:49:27.941Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
MbZfwHBX_0g,Eric Zemmour sur BFM TV : Je propose la remigration pour les criminels d’origine étrangère,Éric Zemmour,homepage,2024-05-15T18:49:27.946Z,56.0,0,122,66,,1,0,0,0,0,0,1,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:49:27.950Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
0-0TGcwxWA8,Nouvelle-Calédonie : comment éviter la guerre civile ?,Public Sénat,homepage,2024-05-15T18:49:27.954Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:49:27.958Z,56.0,0,122,66,,1,0,0,0,1,0,1,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:49:27.964Z,56.0,0,122,66,,0,0,0,0,0,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:49:27.969Z,56.0,0,122,66,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:49:27.974Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:49:27.979Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:49:27.983Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
9sqeI15ESfY,Comment devenir créateur de contenu en 2024 ?,Safia ,homepage,2024-05-15T18:49:27.988Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
Lw8pJXNce24,Massive Blue Angels Plane Low Pass During US Marines Silent Drill Platoon,The Daily Aviation,homepage,2024-05-15T18:49:27.991Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
pDrqxAPPI1g,Non moi je suis coach,Nice Men,homepage,2024-05-15T18:49:27.996Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
hmnGcwOrdJE,Le premier duo de Pierre et Héléna sur Shallow | Star Academy 2023,Star Academy Officiel,homepage,2024-05-15T18:49:28.000Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
4NKaEkruxH8,Rien à Declarer - Le U de Amblance,Ballerdix,homepage,2024-05-15T18:49:28.004Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
DOs5lmxDo74,Manu Chao - Clandestino (Full Album),Manu Chao,homepage,2024-05-15T18:49:28.008Z,56.0,0,122,66,,0,0,0,0,0,1,0,0
YN56e2EO9AM,Florian Philippot : débat incroyable sur CNews !,FLORIAN PHILIPPOT,homepage,2024-05-15T18:49:28.011Z,56.0,0,122,66,,1,0,0,0,0,0,1,0
niH8ZOtGEy0,Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon,BFMTV,regular,2024-05-15T18:49:39.151Z,,6000,123,67,,0,0,0,0,0,1,0,0
eiRDl7OkIp0,"
          
          
          
          
            Fourgon attaqué: lémotion et la colère
          
        ",BFMTV,proposal,2024-05-15T18:49:40.191Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
WmXZueF8feQ,"
          
          
          
          
            Fourgon attaqué : Qui est le fugitif Mohamed Amra, alias « la mouche » ?
          
        ",20 Minutes France,proposal,2024-05-15T18:49:40.201Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
7Tczx9CTb3I,"
          
          
          
          
            Un homme tué par balle dans le 20ᵉ arrondissement de Paris : un cuisinier témoigne
          
        ",Le Nouvel Obs,proposal,2024-05-15T18:49:40.209Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/VncGKujhcwk,"
          
          
          
          
            Aux États-Unis, un enfant de 9 ans évite des balles dans son propre salon
          
        ",BFMTV,proposal,2024-05-15T18:49:40.240Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,0,1,0
VJR_VHrRUrs,"
          
          
          
          
            Lopération prisons mortes sera maintenue, dit lintersyndicale pénitentiaire | AFP Extrait
          
        ",AFP,proposal,2024-05-15T18:49:40.307Z,,0,123,67,niH8ZOtGEy0&t=7s,1,0,0,0,0,0,1,0
OOl1-j4oCEI,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : la traque continue après l’évasion sanglante de la Mouche
          
        ",Europe 1,proposal,2024-05-15T18:49:40.759Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,0,1,1
iZ3o_5RCTZs,"
          
          
          
          
            C’était un frère, mon futur témoin, le meilleur ami d’une victime de l’attaque raconte sa peine
          
        ",Europe 1,proposal,2024-05-15T18:49:40.787Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,0,1,1
EwNnuCL4s1Y,"
          
          
          
          
            Nouméa dans la spirale de la violence
          
        ",BFMTV,proposal,2024-05-15T18:49:40.791Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
EDzVxTQ6LZ0,"
          
          
          
          
            Blocage de la maison darrêt de Pau
          
        ",France 3 Nouvelle-Aquitaine,proposal,2024-05-15T18:49:40.797Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
ya3OADmwo0o,"
          
          
          
          
            Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes
          
        ",LeHuffPost,proposal,2024-05-15T18:49:40.802Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
chipDzV-Y6I,"
          
          
          
          
            Convoi pénitentiaire, la sanglante attaque
          
        ",BFMTV,proposal,2024-05-15T18:49:40.849Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
C6me-EmVz1s,"
          
          
          
          
            Fourgon attaqué : Ils nont laissé aucune chance à nos collègues, témoigne Emmanuel Baudin
          
        ",RMC,proposal,2024-05-15T18:49:40.856Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
n8H_erJDwCs,"
          
          
          
          
            Slovaquie : le Premier ministre entre la vie et la mort après avoir été blessé par balle
          
        ",Le Parisien,proposal,2024-05-15T18:49:40.862Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
4sZqc4waf8M,"
          
          
          
          
            Lintégrale du Face-à-Face avec Éric Zemmour
          
        ",BFMTV,proposal,2024-05-15T18:49:40.866Z,,0,123,67,niH8ZOtGEy0&t=7s,1,0,0,0,0,0,1,0
BnjU3FGApIk,"
          
          
          
          
            Ni parloir, ni activités : les surveillants bloquent laccès à la prison de Villepinte
          
        ",Le Parisien,proposal,2024-05-15T18:49:40.871Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/xNlXz3QPvoI,"
          
          
          
          
            Attaque d’un fourgon pénitentiaire dans l’Eure : au moins deux agents tués
          
        ",Le Monde,proposal,2024-05-15T18:49:40.876Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
-k6Hm0uOeM0,"
          
          
          
          
            Une faillite, un échec, Bruno Retailleau réagit au meurtre des agents pénitentiaires dans lEure
          
        ",Public Sénat,proposal,2024-05-15T18:49:40.884Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
LbWWDV-5ZFA,"
          
          
          
          
            « Jétais trop paniquée » : Anaïs a vécu l’évasion sanglante au péage d’Incarville
          
        ",Le Parisien,proposal,2024-05-15T18:49:40.892Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,1,0,0
MlgyXwbaiHY,"
          
          
          
          
            La France, un narco-État ? Béatrice Brugère, magistrate est linvitée des GG
          
        ",RMC,proposal,2024-05-15T18:49:40.897Z,,0,123,67,niH8ZOtGEy0&t=7s,0,0,0,0,0,0,1,0
sqc42YnwmDE,Grand Oral de Jordan Bardella tête de liste RN,Les Éveilleurs,homepage,2024-05-15T18:49:45.405Z,57.0,0,124,67,,1,0,0,0,0,0,1,1
fgGdUYGDAvc,Chant de la Promesse - Les Padrés,Diocèse aux armées françaises,homepage,2024-05-15T18:49:45.461Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
tQxCPtQ4S4M,Ghassan Abu Sittah empêché dentrer en France • FRANCE 24,FRANCE 24,homepage,2024-05-15T18:49:45.494Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
Up29mXgT6z0,TPMP : Marion Maréchal met KO Gilles Verdez au sujet du ramadan : Que vous soyez musulman ou pas ...,Planet News ,homepage,2024-05-15T18:49:45.502Z,57.0,0,124,67,,1,0,0,0,0,0,1,0
1HS01_aRe4E,Complément denquête Jordan Bardella,MG 777,homepage,2024-05-15T18:49:45.506Z,57.0,0,124,67,,1,0,0,0,0,0,1,1
W03D4l2V6FU,photos vacance parti 2,maxe payne,homepage,2024-05-15T18:49:45.509Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
iDRoycEtu84,"Blocus de Sciences Po : intervention de police pour les examens (7 mai 2024, Paris, France) [4K]",CLPRESS / Agence de presse,homepage,2024-05-15T18:49:45.513Z,57.0,0,124,67,,0,0,0,0,0,0,1,0
X6kk4oMgzZ0,Le #journal du lundi 13 mai 2024 #tahiti #polynesie,Polynésie la 1ère,homepage,2024-05-15T18:49:45.517Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
NWdLNq2i7vI,Michel Drucker fond en larmes à la fin de lhommage à Johnny Hallyday,Le Nouvel Obs,homepage,2024-05-15T18:49:45.521Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
b-9OZwAuf8E,Les forces armées de Côte dIvoire (FACI) renforcent leur capacité,RTI ,homepage,2024-05-15T18:49:45.525Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:49:45.530Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
0-0TGcwxWA8,Nouvelle-Calédonie : comment éviter la guerre civile ?,Public Sénat,homepage,2024-05-15T18:49:45.533Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:49:45.537Z,57.0,0,124,67,,1,0,0,0,1,0,1,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:49:45.543Z,57.0,0,124,67,,0,0,0,0,0,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:49:45.547Z,57.0,0,124,67,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:49:45.550Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:49:45.554Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:49:45.557Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
KaJ6HvXl3GA,"Après 8 inondations en 4 mois, ils ont trouvé des solutions simples",Brut,homepage,2024-05-15T18:49:45.561Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
W3OUX-eYd1A,Այսօր ես շատ ուժեղացա մեր գոյատևման մեջ?! Minecraft hayeren?! գոյատևում 3,Hos_Gaming🇦🇲,homepage,2024-05-15T18:49:45.565Z,57.0,0,124,67,,0,0,0,0,1,0,1,1
9ZqZ3is9tpk,Ennio Morricone - Sergio Leone Greatest Western Music of All Time (Remastered HQ Audio),Musica e Oltre Srl,homepage,2024-05-15T18:49:45.568Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
rLDkwH-cHw8,Catholiques et Protestants : quelles différences ?,Frère Paul-Adrien,homepage,2024-05-15T18:49:45.573Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
EB997dl8n-k,#54 Patrice Bélanger | Ouvre ton jeu avec Marie-Claude Barrette,Marie-Claude Barrette,homepage,2024-05-15T18:49:45.577Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
wfJXDCbDxCQ,Jour de lindépendance : Israël compte 9.9 millions dhabitants,i24NEWS Français,homepage,2024-05-15T18:49:45.581Z,57.0,0,124,67,,0,0,0,0,0,0,1,0
ayty6541pwU,Chapelet de la Misericorde avec Sr Emmanuel depuis Medjugorje,Enfants de Medjugorje Emmanuel Maillard,homepage,2024-05-15T18:49:45.584Z,57.0,0,124,67,,0,0,0,0,0,1,0,0
eiRDl7OkIp0,Fourgon attaqué: lémotion et la colère,BFMTV,regular,2024-05-15T18:49:56.254Z,,6000,125,68,,0,0,0,0,0,1,0,0
niH8ZOtGEy0,"
          
          
          
          
            Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon
          
        ",BFMTV,proposal,2024-05-15T18:49:56.678Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/VncGKujhcwk,"
          
          
          
          
            Aux États-Unis, un enfant de 9 ans évite des balles dans son propre salon
          
        ",BFMTV,proposal,2024-05-15T18:49:56.685Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,0,1,0
WmXZueF8feQ,"
          
          
          
          
            Fourgon attaqué : Qui est le fugitif Mohamed Amra, alias « la mouche » ?
          
        ",20 Minutes France,proposal,2024-05-15T18:49:56.692Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
EwNnuCL4s1Y,"
          
          
          
          
            Nouméa dans la spirale de la violence
          
        ",BFMTV,proposal,2024-05-15T18:49:56.738Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
1DV33jTdLqU,"
          
          
          
          
            « On s’est jeté par terre dans le bus » : Anaïs a vu l’évasion sanglante au péage d’Incarville
          
        ",Le Parisien,proposal,2024-05-15T18:49:56.779Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
BnjU3FGApIk,"
          
          
          
          
            Ni parloir, ni activités : les surveillants bloquent laccès à la prison de Villepinte
          
        ",Le Parisien,proposal,2024-05-15T18:49:56.786Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
OOl1-j4oCEI,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : la traque continue après l’évasion sanglante de la Mouche
          
        ",Europe 1,proposal,2024-05-15T18:49:56.825Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,0,1,1
n8H_erJDwCs,"
          
          
          
          
            Slovaquie : le Premier ministre entre la vie et la mort après avoir été blessé par balle
          
        ",Le Parisien,proposal,2024-05-15T18:49:57.202Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
EDzVxTQ6LZ0,"
          
          
          
          
            Blocage de la maison darrêt de Pau
          
        ",France 3 Nouvelle-Aquitaine,proposal,2024-05-15T18:49:57.210Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
3eZd1vdfX7k,"
          
          
          
          
            À Fleury-Mérogis, l’attaque d’Incarville n’étonne pas ces agents pénitentiaires
          
        ",LeHuffPost,proposal,2024-05-15T18:49:57.220Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
chipDzV-Y6I,"
          
          
          
          
            Convoi pénitentiaire, la sanglante attaque
          
        ",BFMTV,proposal,2024-05-15T18:49:57.227Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/xNlXz3QPvoI,"
          
          
          
          
            Attaque d’un fourgon pénitentiaire dans l’Eure : au moins deux agents tués
          
        ",Le Monde,proposal,2024-05-15T18:49:57.234Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
hvjWw9SwkVs,"
          
          
          
          
            Attaque du fourgon pénitentiaire : On est dans une société extrêmement violente
          
        ",Europe 1,proposal,2024-05-15T18:49:57.240Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,0,1,1
Ob1woDdRsdI,"
          
          
          
          
            Attaque mortelle dun fourgon dans lEure : deux agents tués, un détenu en fuite
          
        ",franceinfo,proposal,2024-05-15T18:49:57.247Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
VJR_VHrRUrs,"
          
          
          
          
            Lopération prisons mortes sera maintenue, dit lintersyndicale pénitentiaire | AFP Extrait
          
        ",AFP,proposal,2024-05-15T18:49:57.253Z,,0,125,68,eiRDl7OkIp0&t=34s,1,0,0,0,0,0,1,0
LbWWDV-5ZFA,"
          
          
          
          
            « Jétais trop paniquée » : Anaïs a vécu l’évasion sanglante au péage d’Incarville
          
        ",Le Parisien,proposal,2024-05-15T18:49:57.260Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
EdVT0X_LMRg,"
          
          
          
          
            Attaque dun fourgon pénitentiaire : où en est-on de la traque de Mohamed Amra et de ses complices ?
          
        ",Europe 1,proposal,2024-05-15T18:49:57.267Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,0,1,1
c1p30x5qofw,"
          
          
          
          
            Fourgon attaqué: des agents pénitentiaires manifestent devant la prison de Gradignan | AFP Images
          
        ",AFP,proposal,2024-05-15T18:49:57.274Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
-k6Hm0uOeM0,"
          
          
          
          
            Une faillite, un échec, Bruno Retailleau réagit au meurtre des agents pénitentiaires dans lEure
          
        ",Public Sénat,proposal,2024-05-15T18:49:57.280Z,,0,125,68,eiRDl7OkIp0&t=34s,0,0,0,0,0,1,0,0
JsjzbxSskLw,Nouvelle-Calédonie : la révolte des indépendantistes | LEssentiel du Dessous des Cartes | ARTE,Le Dessous des Cartes - ARTE,homepage,2024-05-15T18:50:01.928Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
6yKL-yRJkpM,LES COMMANDOS ||| Chant militaire,Serval,homepage,2024-05-15T18:50:01.943Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
2FIquy0y16Q,HANDICAPÉ À 80% : il raconte sa terrible maladie,Tibo InShape,homepage,2024-05-15T18:50:01.950Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
YKTVOQVCEWI,Les réponses hallucinantes de Thierry Breton lors de son audition à lAssemblée !,Nicolas Dupont-Aignan,homepage,2024-05-15T18:50:01.955Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
UvsF79PUydE,Dégel du corps électoral : une journée sous tension à travers le pays,CALEDONIA,homepage,2024-05-15T18:50:01.960Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
sF5LdN8-hN4,15.05.2024 11:00-Ալի Ասադովը հանդիպել է Բելառուսի փոխվարչապետ Իգոր Պետրիշենկոյի հետ,CBC TV ARM,homepage,2024-05-15T18:50:01.965Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
i6ExdmW8aTE,« On est arrivé au point de bascule ! » Pierre-Yves ROUGEYRON et F PHILIPPOT,FLORIAN PHILIPPOT,homepage,2024-05-15T18:50:01.970Z,58.0,0,126,68,,1,0,0,0,0,0,1,0
NWdLNq2i7vI,Michel Drucker fond en larmes à la fin de lhommage à Johnny Hallyday,Le Nouvel Obs,homepage,2024-05-15T18:50:01.974Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
iDRoycEtu84,"Blocus de Sciences Po : intervention de police pour les examens (7 mai 2024, Paris, France) [4K]",CLPRESS / Agence de presse,homepage,2024-05-15T18:50:01.978Z,58.0,0,126,68,,0,0,0,0,0,0,1,0
OA-k45oBVwQ,Initial symptoms and diagnosis of my ALS,"Ma vie avant et pendant la SLA, maladie de Charcot",homepage,2024-05-15T18:50:01.983Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
EwNnuCL4s1Y,Nouméa dans la spirale de la violence,BFMTV,homepage,2024-05-15T18:50:01.987Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
0-0TGcwxWA8,Nouvelle-Calédonie : comment éviter la guerre civile ?,Public Sénat,homepage,2024-05-15T18:50:01.991Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
fCed4sJcgOs,"Etat durgence en Nouvelle-Calédonie, duel Trump/Biden… - Le 5/5 - C à Vous - 15/05/2024",C à vous,homepage,2024-05-15T18:50:01.996Z,58.0,0,126,68,,1,0,0,0,1,0,1,0
pRpZ35B4Jfw,"Emeutes en Nouvelle-Calédonie : Trois morts, lEtat durgence instauré",20 Minutes France,homepage,2024-05-15T18:50:02.001Z,58.0,0,126,68,,0,0,0,0,0,0,1,0
0RzE7RrMhXg,La Nouvelle Calédonie placée en état d’urgence sur décret présidentiel,Europe 1,homepage,2024-05-15T18:50:02.005Z,58.0,0,126,68,,0,0,0,0,0,0,1,1
IIv16UXlBjQ,Nouvelle-Calédonie : projet de loi constitutionnelle adopté - 14/05/2024,LCP - Assemblée nationale,homepage,2024-05-15T18:50:02.009Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
ya3OADmwo0o,Ces Néo-Calédoniens nous racontent leur quotidien bouleversé par les émeutes,LeHuffPost,homepage,2024-05-15T18:50:02.013Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
6X28pRrg6gg,"Eure, Nouvelle-Calédonie : Gérald Darmanin va craquer",RTL  ,homepage,2024-05-15T18:50:02.017Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
6uv5RzB8BX8,L’ancien NAZI piégé par un journaliste en pleine interview (1972) - HDG #18,Mamytwink,homepage,2024-05-15T18:50:02.020Z,58.0,0,126,68,,0,0,0,0,0,0,1,0
lSXuKTTEcUU,"La Grande Interview avec Franck Riester, ministre délégué à lEurope. CNews du 14/05/2024",Replay Politique,homepage,2024-05-15T18:50:02.024Z,58.0,0,126,68,,0,0,0,0,0,0,1,1
EMBlTBihHHw,🦷 Comment soigner une CARIE ? Les réponses du Dr Jimmy Mohamed,Allo Docteurs,homepage,2024-05-15T18:50:02.028Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
Eg5nlWkGh3k,Rappelle-toi Jeanne (Marche de Robert Bruce) - Les Padrés,Diocèse aux armées françaises,homepage,2024-05-15T18:50:02.032Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
DNX3_kZF8Qg,CHAPELET 🙏 Lundi 13 Mai - Mystères Joyeux - FATIMA,NDML,homepage,2024-05-15T18:50:02.036Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
ODqhDSIjBds,Souffle imprévisible (K 28-44) | Chant catholique avec paroles pour le Carême et Pâques,Sing To God!,homepage,2024-05-15T18:50:02.040Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
MtD4Ogfuy9Q,The coma and its mysteries,Urgences,homepage,2024-05-15T18:50:02.044Z,58.0,0,126,68,,0,0,0,0,0,1,0,0
niH8ZOtGEy0,Mon fils a pris perpétuité: le témoignage du père dun agent tué lors de lattaque du fourgon,BFMTV,regular,2024-05-15T18:50:12.620Z,,6000,127,69,,0,0,0,0,0,1,0,0
mL8O7yrv1jY,"
          
          
          
          
            Fourgon attaqué : Interpol diffuse une notice rouge pour le fugitif - C à Vous - 15/05/2024
          
        ",C à vous,proposal,2024-05-15T18:50:13.163Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
ttps://www.youtube.com/shorts/VncGKujhcwk,"
          
          
          
          
            Aux États-Unis, un enfant de 9 ans évite des balles dans son propre salon
          
        ",BFMTV,proposal,2024-05-15T18:50:13.171Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,0,1,0
EDzVxTQ6LZ0,"
          
          
          
          
            Blocage de la maison darrêt de Pau
          
        ",France 3 Nouvelle-Aquitaine,proposal,2024-05-15T18:50:13.218Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
7Tczx9CTb3I,"
          
          
          
          
            Un homme tué par balle dans le 20ᵉ arrondissement de Paris : un cuisinier témoigne
          
        ",Le Nouvel Obs,proposal,2024-05-15T18:50:13.259Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
WTSsLL_DTbU,"
          
          
          
          
            Dieudonné - En Vérité - complet 1h22 - 2019
          
        ",PAPO GAMING,proposal,2024-05-15T18:50:13.266Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
eiRDl7OkIp0,"
          
          
          
          
            Fourgon attaqué: lémotion et la colère
          
        ",BFMTV,proposal,2024-05-15T18:50:13.272Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
ou-09t_WuSQ,"
          
          
          
          
            Fourgon attaqué : deux familles endeuillées
          
        ",M6 Info,proposal,2024-05-15T18:50:13.307Z,,0,127,69,niH8ZOtGEy0&t=14s,0,0,0,0,0,1,0,0
