url,title,author,type,insertionDate,refreshNB,watchTime,actionNB,videoViewsNB,parent_id,parti,Unnamed: 11,ED,EG,G,D,C,P,EU,O
kgTg1ztpYMY,Cocktail à 12€ VS 1200€ avec FABRICE ÉBOUÉ !,Morgan VS,homepage,2024-05-09T01:32:41.824Z,22.0,0,79,57,,,,0,0,0,0,0,0,0,1
ZxxD4sz93O8,On réagit à un épisode incroyable de SOS : Ma Famille a Besoin d’Aide avec @TiboInShape,Pascal et JM,homepage,2024-05-09T01:32:41.828Z,22.0,0,79,57,,,,0,0,0,0,0,0,0,1
kTg4svA2_4w,Amazing street burger! American Style Double Bacon Cheeseburger - Thai street food,야미보이 Yummyboy,homepage,2024-05-09T01:32:41.831Z,22.0,0,79,57,,,,0,0,0,0,0,0,0,1
W4MeebPVlVc,La Grande Rassrah 3 : Benjamin Castaldi piège sa femme et son père,Touche pas à mon poste !,homepage,2024-05-09T01:32:41.835Z,22.0,0,79,57,,,,0,0,0,0,0,0,0,1
pdOfCtyia30,Final Fantasy X-2 Lets Play - Episode 15 : Shuyin,SuperBrioche - Let's Play - VOD Twitch,regular,2024-05-09T01:35:46.196Z,,180000,80,58,,,,0,0,0,0,0,0,0,1
a6A_XLS990o,"
          
          
          
          
            Final Fantasy X-2 Lets Play - Episode 16 : Visiosphères
          
        ",SuperBrioche - Lets Play - VOD Twitch,proposal,2024-05-09T01:35:47.310Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
CFFniXACoCY,"
          
          
          
          
            Philippe Caverivière face à Raphaël Glucksmann
          
        ",RTL,proposal,2024-05-09T01:35:47.319Z,,0,80,58,pdOfCtyia30,,,0,0,1,0,0,1,1,0
IGjW84kTZp4,"
          
          
          
          
            La vengeance est un plat qui se mange froid - L’ABC - C à Vous - 07/05/2024
          
        ",C à vous,proposal,2024-05-09T01:35:47.325Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
690_p0LZVqg,"
          
          
          
          
            La liberté dexpulsion - Le Billet de Charline dans « Le grand dimanche soir »
          
        ",France Inter,proposal,2024-05-09T01:35:47.334Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
dm8wJ4IoEbA,"
          
          
          
          
            Les Musiques de Jeux Vidéo - Comment ça fonctionne ?
          
        ",Bazar du Grenier,proposal,2024-05-09T01:35:47.340Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
AQQ_tx9nWiU,"
          
          
          
          
            Everdrive Megadrive non officielle - retour /avis /conseil - En Mode Retro special matos #megadrive
          
        ",Nykraft Le Magnifique !,proposal,2024-05-09T01:35:47.346Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
kwBMrkiZi-o,"
          
          
          
          
            Hommage à Bernard PIVOT « Le bonheur et la vie jusqu’au bout » (Archive mars 2021)
          
        ",Linvité,proposal,2024-05-09T01:35:47.351Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
w6qKeunD8kk,"
          
          
          
          
            Des femmes de GAUCHE montent au créneau : Michel Sardou décoré à nouveau ?
          
        ",Touche pas à mon poste !,proposal,2024-05-09T01:35:47.356Z,,0,80,58,pdOfCtyia30,,,0,0,1,0,0,1,0,0
jo8HCTZyuvI,"
          
          
          
          
            💘 Fabrice Luchini, sa déclaration à Bernard Pivot - Vivement Dimanche 19 juin 2011
          
        ",Vivement Dimanche,proposal,2024-05-09T01:35:47.362Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
CLhC_M_IDUo,"
          
          
          
          
            [TAS] Super Mario Sunshine 120shines in 2:23:29.42
          
        ",zelpikukirby,proposal,2024-05-09T01:35:47.368Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
dCWJnxew2bU,"
          
          
          
          
            Arrivée de la flamme olympique à Marseille: lintégralité de linterview dAmélie Oudéa-Castéra
          
        ",BFMTV,proposal,2024-05-09T01:35:47.373Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
FJNP3j3qhoc,"
          
          
          
          
            Jean-Michel Maire dévoile quelles émissions de TF1 sont renouvelées !
          
        ",Touche pas à mon poste !,proposal,2024-05-09T01:35:47.378Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
znFolui2shs,"
          
          
          
          
            Relaxing Walk Across Cyrodiil - Ambient Music and Sounds (Oblivion)
          
        ",Loopy Longplays,proposal,2024-05-09T01:35:47.384Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
47VoB6lu9KU,"
          
          
          
          
            Les meilleurs sketchs de Jeff Panacloc au Marrakech du Rire
          
        ",Marrakech du rire,proposal,2024-05-09T01:35:47.389Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
24QBvtXUGzk,"
          
          
          
          
            J0 2024 : le Belem est arrivé à Marseille avec la flamme olympique
          
        ",TF1 INFO,proposal,2024-05-09T01:35:47.395Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
_kcnrG6Yxfo,"
          
          
          
          
            Course à lIA, vers le meilleur des mondes ? | ARTE
          
        ",ARTE,proposal,2024-05-09T01:35:47.399Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
g-jv6ueXmBI,"
          
          
          
          
            🚨TOTALLY SPIES - COMPILATION ÉPISODES COMPLETS! Saison 1, Episode 1-7 🌸
          
        ",Totally Spies! Français,proposal,2024-05-09T01:35:47.403Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
RL977y-0Dyk,"
          
          
          
          
            1 Hour Beautiful Piano & Instrument - Sad Inuyasha OST
          
        ",The Soul of Wind,proposal,2024-05-09T01:35:47.429Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
7M1YuCj6NVg,"
          
          
          
          
            Tidus vs. Shuyin | Final Fantasy X-2 HD Remaster
          
        ",KindredCVS,proposal,2024-05-09T01:35:47.435Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
i21RF0Gzu3o,"
          
          
          
          
            Dune - Le Pire Éditeur au Monde
          
        ",LinksTheSun,proposal,2024-05-09T01:35:47.443Z,,0,80,58,pdOfCtyia30,,,0,0,0,0,0,0,0,1
7VJsgxxCxiU,Yann Barthès & Quotidien devant la commission denquête | Émission complète du 27 mars | TPMP Replay,TPMP XXL,homepage,2024-05-09T01:35:53.957Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
q9Q38n9FaVQ,Worst trainee Ever : real estate,Greg Guillotin,homepage,2024-05-09T01:35:53.969Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
u2kIx1Y2yvw,Vous vous rappelez delles ? 🥶 (Until Dawn - Lets Play #1),SQUEEZIE GAMING,homepage,2024-05-09T01:35:53.973Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
I1ujoZApvJI,Rima Hassan se ridiculise une fois de plus face a Duhamel sur BFMTV,Planet News,homepage,2024-05-09T01:35:53.977Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
tkFAzDwQGus,Élections européennes : le débat entre Marion Maréchal (Reconquête) et Valérie Hayer (Renaissance),Europe 1,homepage,2024-05-09T01:35:53.982Z,23.0,0,81,58,,,,1,0,0,0,1,1,1,0
6UWcazW0khE,Mr Bean  S1 E62When You Dont Want To Wake Up ! | Mr Bean Full Episodes | Mr Bean Official,Mr Bean,homepage,2024-05-09T01:35:53.987Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
5L7M55xOLp8,I climbed Mont Blanc (8 months before climbing Everest)!,Inoxtag,homepage,2024-05-09T01:35:53.994Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
bxs0nfXsyhs,"Jean-Luc Lahaye, petite victime traquée : Géraldine dénonce un MANQUE de neutralité",Touche pas à mon poste !,homepage,2024-05-09T01:35:53.999Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
Gx1UAku1LQE,Need For Speed MOST WANTED 2024 REMASTER GAMEPLAY 16-1 Blacklist Walkthrough,Striker Gaming,homepage,2024-05-09T01:35:54.003Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
RgFHZ7quuA4,FEMIMARSS REAGIT AU GRAND SPECTACLE DE FABRICE EBOUE,Femimars 3.0,homepage,2024-05-09T01:35:54.008Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
NoTqoyPHdpk,Gabriel Attal en débat face à Jordan Bardella  Emmanuel Macron y tient !,ACTUALITÉS ANIMAUX,homepage,2024-05-09T01:35:54.014Z,23.0,0,81,58,,,,1,0,0,0,1,1,1,0
yEyr-M0AdSE,ZEN #14 avec Natoo - Saison 3,Zen Emission,homepage,2024-05-09T01:35:54.018Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
5oRnEryfoHI,LE GRAND DÉBAT (ft Mcfly & Carlito),Djilsi,homepage,2024-05-09T01:35:54.023Z,23.0,0,81,58,,,,0,0,0,0,0,1,0,0
mLEXpcu1faA,Visite de mon Bunker de luxe !,Henri Hihacks,homepage,2024-05-09T01:35:54.028Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
nxPpvbQqXuE,Quest devenu le tout premier Influvoleur ?,Simon Puech,homepage,2024-05-09T01:35:54.035Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
TBwZH7PZquw,"AFTER FOOT + LIBRE ANTENNE avec  Nicolas Vilas, Houssem Loussaief, Gilbert Brisbois et T.GIANGRANDE.",AFTER FOOT,homepage,2024-05-09T01:35:54.040Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
ov_wDIEpG_g,RK - MOUSSA PART. I,RK OFFICIEL,homepage,2024-05-09T01:35:54.046Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
KWrGU0OqSX8,jai acheté LES PIRES colis mystères de GAMER,CYRILmp4,homepage,2024-05-09T01:35:54.052Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
JGVq7J5_sTk,Live at Met Gala 2024 With Vogue,Vogue,homepage,2024-05-09T01:35:54.058Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
qaiSt21-E3I,"PSG 0-1 Dortmund | Kylian Mbappé Est Un Menteur ! (Yungsteph, Coup De Gueule)",PSGfanTV,homepage,2024-05-09T01:35:54.063Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
f1J38FlDKxo,Apple Event - May 7,Apple,homepage,2024-05-09T01:35:54.067Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
DFaUqSj-HHI,Mylène Farmer - Nevermore Le Film (Teaser # 1),Mylène Farmer,homepage,2024-05-09T01:35:54.072Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
vUTOEA5FgXE,Jai pris en main les nouveaux iPad Pro OLED 2024 !,TheiCollection,homepage,2024-05-09T01:35:54.077Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
L-zKuYPaCyI,FINAL FANTASY 7 REBIRTH fr - FILM JEU COMPLET,Game Movie Land,homepage,2024-05-09T01:35:54.081Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
E4SPlBmW4vY,Éric Zemmour chez Cyril Hanouna,Éric Zemmour,homepage,2024-05-09T01:35:54.086Z,23.0,0,81,58,,,,1,0,0,0,0,1,0,0
YgRhrPZwwGw,Le bêtisier de lannée 2021 | Le Grand Cactus 115,Le Grand Cactus - RTBF,homepage,2024-05-09T01:35:54.092Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
PdomimrZbyk,On a retrouvé Jérôme de Tellement Vrai !,Pascal et JM,homepage,2024-05-09T01:35:54.098Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
1nV5q5pp_Ok,MOI MOCHE ET MÉCHANT 4 Bande Annonce VF (2024) Nouvelle,FilmsActu,homepage,2024-05-09T01:35:54.102Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
iogcY_4xGjo,"$1 vs $1,000,000 Hotel Room!",MrBeast,homepage,2024-05-09T01:35:54.107Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
32s95mGqzRs,"Le siège dErebor JDR ft @Alphacast_fr, @LittleBigWhale, @TontonTwitch et @Lynkus",Jeel,homepage,2024-05-09T01:35:54.113Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
LfDg28XAeeA,BEST OF JAMEL DEBBOUZE #1,Djerbiano Officiel,homepage,2024-05-09T01:35:54.117Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
JlOL1dUIr2M,Le député Quentin Bataillon sur le plateau de TPMP | Émission complète du 2 avril | TPMP Replay,TPMP XXL,homepage,2024-05-09T01:35:54.121Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
_KY2FfRBjdQ,Super Taty Infinity - Le Monde à LEnvers,Le Monde à L'Envers,homepage,2024-05-09T01:35:54.125Z,23.0,0,81,58,,,,0,0,0,0,0,0,0,1
1LLANp3Hrm4,Marine Le Pen CLASH ENCORE Macron et le Gouvernement !!,BardellaTV,homepage,2024-05-09T01:35:54.131Z,23.0,0,81,58,,,,1,0,0,0,1,1,1,0
t42X0ryR4UE,"Les Balkany, pour le meilleur et pour le pire: suivez le long format de Ligne Rouge sur BFMTV",BFMTV,homepage,2024-05-09T01:35:54.135Z,23.0,0,81,58,,,,0,0,0,1,0,1,0,0
a6A_XLS990o,Final Fantasy X-2 Lets Play - Episode 16 : Visiosphères,SuperBrioche - Let's Play - VOD Twitch,regular,2024-05-09T01:38:58.551Z,,180000,82,59,,,,0,0,0,0,0,0,0,1
8egxfxKqJCY,"
          
          
          
          
            Final Fantasy X-2 Lets Play - Episode 17 : Un Millier de Mots
          
        ",SuperBrioche - Lets Play - VOD Twitch,proposal,2024-05-09T01:38:59.617Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
690_p0LZVqg,"
          
          
          
          
            La liberté dexpulsion - Le Billet de Charline dans « Le grand dimanche soir »
          
        ",France Inter,proposal,2024-05-09T01:38:59.629Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
Z-Nwo-ypKtM,"
          
          
          
          
            franceinfo - DIRECT TV - actualité france et monde, interviews, documentaires et analyses
          
        ",franceinfo,proposal,2024-05-09T01:38:59.636Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
4WQsDV6wbfc,"
          
          
          
          
            7 ans au pouvoir, les maux de Macron - Épisode 3: Les mots qui fâchent
          
        ",BFMTV,proposal,2024-05-09T01:38:59.642Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,1,1,0,0
2EBeCNkQXnA,"
          
          
          
          
            Paris élue deuxième ville la plus agréable dEurope, choquant ?
          
        ",TF1 INFO,proposal,2024-05-09T01:38:59.653Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,1,1,0
DEllrwbiSQg,"
          
          
          
          
            10 TRUCS QUE VOUS NE SAVEZ PAS SUR FF X
          
        ",FINAL FANTASY HISTORIA,proposal,2024-05-09T01:38:59.660Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
1Jrs8tePFlc,"
          
          
          
          
            Histoire de Jak 3 (PS2) XpLore#10
          
        ",Caldermint,proposal,2024-05-09T01:38:59.667Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
arhS_JfIDLg,"
          
          
          
          
            Arrivée de la flamme à Marseille: linterview de Tony Estanguet sur BFMTV
          
        ",BFMTV,proposal,2024-05-09T01:38:59.673Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
hAxbNkJz-Vo,"
          
          
          
          
            La MESURE du RN sur les allocations familiales : Peut-on satisfaire tout le monde ?
          
        ",Touche pas à mon poste !,proposal,2024-05-09T01:38:59.678Z,,0,82,59,a6A_XLS990o,,,1,0,0,0,0,1,0,0
jo8HCTZyuvI,"
          
          
          
          
            💘 Fabrice Luchini, sa déclaration à Bernard Pivot - Vivement Dimanche 19 juin 2011
          
        ",Vivement Dimanche,proposal,2024-05-09T01:38:59.683Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
dl79ceZvgw8,"
          
          
          
          
            Rétro LDC : Le parcours COMPLET de la DECIMA du Real Madrid 2014
          
        ",beIN SPORTS France,proposal,2024-05-09T01:38:59.688Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
CmCpuPw1108,"
          
          
          
          
            FONCTIONNAIRE AUX ANTILLES - REDOUANE BOUGHERABA
          
        ",Redouane Bougheraba TV,proposal,2024-05-09T01:38:59.693Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
C8E6mWwFtCs,"
          
          
          
          
            Final fantasy X HD Remaster [FR] Cest parti pour le sphérier parfait !
          
        ",Mido-ban,proposal,2024-05-09T01:38:59.697Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
FJNP3j3qhoc,"
          
          
          
          
            Jean-Michel Maire dévoile quelles émissions de TF1 sont renouvelées !
          
        ",Touche pas à mon poste !,proposal,2024-05-09T01:38:59.702Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
sbW4DZY3ERo,"
          
          
          
          
            [TAS] 3DS New Super Mario Bros. 2 (100%) in 2:35:08.40 (2:34:13.23 IGT) Speedrun
          
        ",Random Sonic The Master,proposal,2024-05-09T01:38:59.709Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
eaNj76vkqOY,"
          
          
          
          
            Paul Mirabel & Artus – Batman vs Catwoman
          
        ",Montreux Comedy,proposal,2024-05-09T01:38:59.715Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
J3KW4xSIWws,"
          
          
          
          
            JO de Paris 2024 : Jul allume le chaudron olympique à Marseille
          
        ",TF1 INFO,proposal,2024-05-09T01:38:59.723Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
4o8Qk1NUiyQ,"
          
          
          
          
            The Worst Intern : The Rapper
          
        ",Greg Guillotin,proposal,2024-05-09T01:38:59.731Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
mkG196Ev5tc,"
          
          
          
          
            Final Fantasy X : Entrainement Optimal
          
        ",TeamZankioh,proposal,2024-05-09T01:38:59.739Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
3GLXf5yEEzI,"
          
          
          
          
            Trafic danimaux sauvages : les zoos pris pour cibles
          
        ",TF1 INFO,proposal,2024-05-09T01:38:59.748Z,,0,82,59,a6A_XLS990o,,,0,0,0,0,0,0,0,1
38Cwg5O21yk,Elle sort du coma après une AGRESSION | Émission complète du 4 avril | TPMP Replay,TPMP XXL,homepage,2024-05-09T01:39:06.252Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
3NZHyDSBeVk,Le Pire Stagiaire : le chauffeur poids lourd (version longue),Greg Guillotin,homepage,2024-05-09T01:39:06.298Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
j42o9DG4nwY,FINAL FANTASY XV Gameplay Walkthrough FULL GAME (4K 60FPS) No Commentary,Shirrako,homepage,2024-05-09T01:39:06.306Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
1GvEjsfGths,Ils ont fait QUOI à Nibelheim ??? | Final Fantasy 7 REBIRTH - Part 18,Venom Corp,homepage,2024-05-09T01:39:06.311Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
OdCvq3ViEsM,"Mathilde Panot/Marion Maréchal, le débat",BFMTV,homepage,2024-05-09T01:39:06.316Z,24.0,0,83,59,,,,1,1,0,0,0,1,0,0
KLG79dGHDVI,Florent Peyre [45] Un handicapé est allé voir Intouchables - ONDAR,On n'demande qu'à en rire,homepage,2024-05-09T01:39:06.324Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
9xNOOPN78x8,"#181 LeChairman & Lacrim parlent Industrie, Incarcération, Kore, Famille, Humanitaire, Rédemption..",Oui Hustle,homepage,2024-05-09T01:39:06.328Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
7r5uMRBqqss,"Francis Lalanne, violent avec des journalistes ? Il répond dans TPMP",Touche pas à mon poste !,homepage,2024-05-09T01:39:06.334Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
jvpGKLJAvs0,Mr. Bean macht Judo  | Mr. Bean ganze Folgen | Mr Bean Deutschland,Mr Bean Deutschland,homepage,2024-05-09T01:39:06.340Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
24QBvtXUGzk,J0 2024 : le Belem est arrivé à Marseille avec la flamme olympique,TF1 INFO,homepage,2024-05-09T01:39:06.345Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
Cnv6m-ISGpE,Européennes : pourquoi Jordan Bardella est-il aussi populaire ? Lanalyse de Jérome Fourquet,Europe 1,homepage,2024-05-09T01:39:06.350Z,24.0,0,83,59,,,,1,0,0,0,0,1,1,0
nxPpvbQqXuE,Quest devenu le tout premier Influvoleur ?,Simon Puech,homepage,2024-05-09T01:39:06.355Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
vUTOEA5FgXE,Jai pris en main les nouveaux iPad Pro OLED 2024 !,TheiCollection,homepage,2024-05-09T01:39:06.359Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
OO_29hTCBos,Résumé Lille - OL | Ligue 1 J32 | Olympique Lyonnais,Olympique Lyonnais,homepage,2024-05-09T01:39:06.364Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
cbyMe-0sSok,MAYADORABLE BALANCE SON FRIGO ! (je découvre des trucs.... Beanz ? Gravy ?) ft. @Mayadorable,Juju Fitcats,homepage,2024-05-09T01:39:06.370Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
u0YnbsyvGS0,Le Comte de Monte-Cristo - Bande-annonce Officielle 4K,Pathe,homepage,2024-05-09T01:39:06.375Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
S-XWLZxxBe8,PSG 0-1 Dortmund : Le débrief de lélimination du Paris Saint-Germain,L'ÉQUIPE,homepage,2024-05-09T01:39:06.381Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
X38FE67Po3E,Francis Cabrel - Les tutos guitare (Episode 2 : La cabane du pêcheur),Francis Cabrel,homepage,2024-05-09T01:39:06.385Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
pT0U-KRw5Jw,5 THÉORIES SUR BATMAN (#114),Didi,homepage,2024-05-09T01:39:06.389Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
-qjs54ZTRBQ,alyona alyona & Jerry Heil - Teresa & Maria (LIVE) | Ukraine 🇺🇦 | First Semi-Final | Eurovision 2024,Eurovision Song Contest,homepage,2024-05-09T01:39:06.393Z,24.0,0,83,59,,,,0,0,0,0,0,1,0,0
5mJWkH3YTpI,"QUESTION POUR UN JACKSON  (Ft Tonio,Lonni,Totoche,Evan et Shess)",Moby,homepage,2024-05-09T01:39:06.397Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
JgmnPZmOjPk,"Eva, Damso - Du feu",Eva,homepage,2024-05-09T01:39:06.401Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
n1oqWMGWcAA,"Dr. Laulau ft. Nikola : divorce, Carla Moreau, vie amoureuse, regrets, bookings, The Power",LaulauBabyShow,homepage,2024-05-09T01:39:06.405Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
JbiBkKy4NFs,24H DANS LA VOITURE LA PLUS PETITE DU MONDE,Amixem,homepage,2024-05-09T01:39:06.409Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
XY1lrr1HYDs,Foot2Rue Extrême - EP. 7 : Le sixième de la Team,Foot 2 Rue / Foot 2 Rue Extrême,homepage,2024-05-09T01:39:06.415Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
h6twR3NTnAw,On affronte nos peurs 😱 // Subnautica #1,BagheraJones Replay,homepage,2024-05-09T01:39:06.420Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
Vts5YRj7a_M,Emmanuel Macron et Marine Le Pen | Damien Gillard et Fabian Le Castel | Le Grand Cactus 121,Le Grand Cactus - RTBF,homepage,2024-05-09T01:39:06.426Z,24.0,0,83,59,,,,1,0,0,0,1,1,0,0
V7lHNwP3pes,Joueur du Grenier (Off-topic) - RESIDENT EVIL,Joueur Du Grenier,homepage,2024-05-09T01:39:06.433Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
T_uffcdiaqQ,Européennes 2024 : le grand débat,Public Sénat,homepage,2024-05-09T01:39:06.440Z,24.0,0,83,59,,,,0,0,0,0,0,1,1,0
pOwwpcWD_44,Jackie & Jaden destroy everyone! | The Karate Kid (2010) Best Fight Scenes,Action Society,homepage,2024-05-09T01:39:06.445Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
tScALRSHLpc,La spéciale Sociétaire ! | VTEP | BestOf,Vendredi Tout Est Permis,homepage,2024-05-09T01:39:06.449Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
YfvNNhV_0hM,Tom Riddle is 😍FIRST TIME WATCHING HARRY POTTER AND THE CHAMBER OF SECRETS!!,Colette Cherry,homepage,2024-05-09T01:39:06.453Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
8egxfxKqJCY,Final Fantasy X-2 Lets Play - Episode 17 : Un Millier de Mots,SuperBrioche - Let's Play - VOD Twitch,homepage,2024-05-09T01:39:06.458Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
nlffxYjiDyE,"Secret Story : La voix, Dominique Duforest dévoile TOUS les secrets de lémission 🤫",Konbini,homepage,2024-05-09T01:39:06.463Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
fvvHvJsKY7c,Est-ce que les chroniqueurs ont menti ? 🤥 Émission complète du 28 mars | TPMP Replay,TPMP XXL,homepage,2024-05-09T01:39:06.467Z,24.0,0,83,59,,,,0,0,0,0,0,0,0,1
8egxfxKqJCY,Final Fantasy X-2 Lets Play - Episode 17 : Un Millier de Mots,SuperBrioche - Let's Play - VOD Twitch,regular,2024-05-09T01:42:15.974Z,,180000,84,60,,,,0,0,0,0,0,0,0,1
rsC_6A_tvZ8,"
          
          
          
          
            Final Fantasy X-2 Lets Play - Episode 18 : Un nouveau né
          
        ",SuperBrioche - Lets Play - VOD Twitch,proposal,2024-05-09T01:42:16.952Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,0,0,0,1
4WQsDV6wbfc,"
          
          
          
          
            7 ans au pouvoir, les maux de Macron - Épisode 3: Les mots qui fâchent
          
        ",BFMTV,proposal,2024-05-09T01:42:16.961Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,1,1,0,0
4nKflBUk8c0,"
          
          
          
          
            Tayc très inspiré dans le Speed Quiz 🤣 | VTEP | Saison 12
          
        ",Vendredi Tout Est Permis,proposal,2024-05-09T01:42:16.968Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,0,0,0,1
Y692nj4dOEc,"
          
          
          
          
            Un peut d’humour spectacle de Alban ivanov
          
        ",geekpierrot38 chaîne YouTube de Pierre Alexandre,proposal,2024-05-09T01:42:16.975Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,0,0,0,1
3DIfiIQkquw,"
          
          
          
          
            Décollage Immédiat spécial 10 ans 🤣 | VTEP | Saison 11
          
        ",Vendredi Tout Est Permis,proposal,2024-05-09T01:42:16.980Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,0,0,0,1
d2yYtXhG0MY,"
          
          
          
          
            TOP 10 | Les meilleurs jeux de société de début 2024 !
          
        ",Ça joue !,proposal,2024-05-09T01:42:16.986Z,,0,84,60,8egxfxKqJCY,,,0,0,0,0,0,0,0,1
